perturbation,level,accuracy
combined_all,0.01,0.8073140603843504
combined_all,0.02,0.9208257120459891
combined_all,0.03,0.905598973798608
combined_all,0.04,0.9274532627028055
combined_all,0.05,0.929199230348956
combined_all,0.06,0.9156590730930945
combined_all,0.07,0.9136874361593462
combined_all,0.08,0.9250659191866404
combined_all,0.09,0.9150058198921538
combined_all,0.1,0.9206713067439485
combined_all,0.11,0.9153502624890135
combined_all,0.12,0.8922607311684918
combined_all,0.13,0.915564054445685
combined_all,0.14,0.8087037081027152
combined_all,0.15,0.9071192721571608
combined_all,0.16,0.8897902463358434
combined_all,0.17,0.8955982611587524
combined_all,0.18,0.8864052070218781
combined_all,0.19,0.803014466589068
combined_all,0.2,0.8081811055419627
combined_all,0.21,0.8042615863363185
combined_all,0.22,0.8889588331710098
combined_all,0.23,0.8752999026058864
combined_all,0.24,0.8882224386535857
combined_all,0.25,0.8874622894743094
