perturbation,level,accuracy
gaussian,0.01,0.9364919115376392
gaussian,0.02,0.9386417084352804
gaussian,0.03,0.936836354134499
gaussian,0.04,0.9343183599781457
gaussian,0.05,0.9355179704016914
gaussian,0.06,0.9085564291992303
gaussian,0.07,0.9333087868494192
gaussian,0.08,0.9340689360286957
gaussian,0.09,0.9078081573508802
gaussian,0.1,0.9334513148205336
gaussian,0.11,0.9274413853718793
gaussian,0.12,0.9240444687269876
gaussian,0.13,0.9265624628833409
gaussian,0.14,0.9368838634582036
gaussian,0.15,0.9335582107988692
gaussian,0.16,0.9081169679549611
gaussian,0.17,0.9337363707627622
gaussian,0.18,0.9338076347483194
gaussian,0.19,0.9335938427916478
gaussian,0.2,0.9082001092714446
gaussian,0.21,0.9339145307266551
gaussian,0.22,0.936598807515975
gaussian,0.23,0.9335938427916478
gaussian,0.24,0.9371689194004323
gaussian,0.25,0.9366225621778274
random_sc,0.01,0.9227735943178849
random_sc,0.02,0.8039290210703851
random_sc,0.03,0.9256479084020239
random_sc,0.04,0.9387842364063947
random_sc,0.05,0.9372045513932109
random_sc,0.06,0.9372283060550634
random_sc,0.07,0.9370145140983918
random_sc,0.08,0.934639047913153
random_sc,0.09,0.9240563460579139
random_sc,0.1,0.9115495165926313
random_sc,0.11,0.9064422642943678
random_sc,0.12,0.9372876927096943
random_sc,0.13,0.907618120056061
random_sc,0.14,0.9107181034277977
random_sc,0.15,0.911775185880229
random_sc,0.16,0.938249756514716
random_sc,0.17,0.9368601087963513
random_sc,0.18,0.9343658693018505
random_sc,0.19,0.9231299142456707
random_sc,0.2,0.9347103118987101
random_sc,0.21,0.9112525833194765
random_sc,0.22,0.9111338100102145
random_sc,0.23,0.9387842364063947
random_sc,0.24,0.8056393567237571
random_sc,0.25,0.9347578212224149
feature_d,0.01,0.9330237309071905
feature_d,0.02,0.9269544148039053
feature_d,0.03,0.9320260351093902
feature_d,0.04,0.9184264911988977
feature_d,0.05,0.9263249162648169
feature_d,0.06,0.9217996531819369
feature_d,0.07,0.9250659191866404
feature_d,0.08,0.9160866570064375
feature_d,0.09,0.899303988407725
feature_d,0.1,0.9228092263106634
feature_d,0.11,0.9192579043637313
feature_d,0.12,0.9175119367175808
feature_d,0.13,0.9059552937263938
feature_d,0.14,0.9151721025251206
feature_d,0.15,0.9044825046915457
feature_d,0.16,0.89398294415279
feature_d,0.17,0.8939948214837162
feature_d,0.18,0.9105755754566833
feature_d,0.19,0.8901821982564079
feature_d,0.2,0.805698743378388
feature_d,0.21,0.9013468893270304
feature_d,0.22,0.9035560728793026
feature_d,0.23,0.9017032092548163
feature_d,0.24,0.8986032258830795
feature_d,0.25,0.8913105446943963
feature_p,0.01,0.929626814262299
feature_p,0.02,0.9273344893935435
feature_p,0.03,0.9372401833859895
feature_p,0.04,0.9335938427916478
feature_p,0.05,0.9112763379813288
feature_p,0.06,0.9300781528374944
feature_p,0.07,0.9341402000142528
feature_p,0.08,0.9371926740622847
feature_p,0.09,0.9291873530180298
feature_p,0.1,0.9284153265078272
feature_p,0.11,0.9298287288880442
feature_p,0.12,0.9097797942846284
feature_p,0.13,0.8038340024229755
feature_p,0.14,0.9219065491602727
feature_p,0.15,0.9092453143929496
feature_p,0.16,0.9033541582535572
feature_p,0.17,0.9335700881297955
feature_p,0.18,0.9159678836971755
feature_p,0.19,0.8086799534408627
feature_p,0.2,0.8926170510962776
feature_p,0.21,0.9009074280827613
feature_p,0.22,0.876190702425351
feature_p,0.23,0.8073378150462028
feature_p,0.24,0.897284842150272
feature_p,0.25,0.8901584435945554
