perturbation,level,accuracy
combined_all,0.01,0.8371736703328028
combined_all,0.02,0.890253462241965
combined_all,0.03,0.9249471458773785
combined_all,0.04,0.9193054136874361
combined_all,0.05,0.9114426206142956
combined_all,0.06,0.9158372330569874
combined_all,0.07,0.91342613487897
combined_all,0.08,0.8515808727462765
combined_all,0.09,0.8849205406561038
combined_all,0.1,0.9044943820224719
combined_all,0.11,0.8911323847305034
combined_all,0.12,0.8995534123571751
combined_all,0.13,0.8923676271468276
combined_all,0.14,0.8746941587286505
combined_all,0.15,0.8185500154405302
combined_all,0.16,0.8493123025393734
combined_all,0.17,0.8680666080718341
combined_all,0.18,0.8158538613202841
combined_all,0.19,0.8207829536546547
combined_all,0.2,0.8670807896049599
combined_all,0.21,0.7910658716773167
combined_all,0.22,0.851854051357579
combined_all,0.23,0.8013635175903271
combined_all,0.24,0.8126588593011379
combined_all,0.25,0.8540751122407773
