perturbation,level,accuracy
combined_all,0.01,0.970959925885455
combined_all,0.02,0.9322160724042093
combined_all,0.03,0.9544385585671188
combined_all,0.04,0.9369551274437609
combined_all,0.05,0.952918260208566
combined_all,0.06,0.9218827944984204
combined_all,0.07,0.9096847756372188
combined_all,0.08,0.9355417250635437
combined_all,0.09,0.8872366201867117
combined_all,0.1,0.9011212200394327
combined_all,0.11,0.8888400598617479
combined_all,0.12,0.918747179133905
combined_all,0.13,0.9165736275744115
combined_all,0.14,0.863232534384873
combined_all,0.15,0.9043993633750623
combined_all,0.16,0.9003373161983039
combined_all,0.17,0.8953013278855976
combined_all,0.18,0.8062926099246978
combined_all,0.19,0.8771646435612989
combined_all,0.2,0.8871178468774497
combined_all,0.21,0.8676865334821959
combined_all,0.22,0.804415991638359
combined_all,0.23,0.8635175903271017
combined_all,0.24,0.8705489702354087
combined_all,0.25,0.8844335700881298
