perturbation,level,accuracy
gaussian,0.01,0.9087227118321971
gaussian,0.02,0.8569375489939901
gaussian,0.03,0.8579589994536427
gaussian,0.04,0.9329762215834858
gaussian,0.05,0.9255766444164667
gaussian,0.06,0.9093759650331378
gaussian,0.07,0.8929258617003587
gaussian,0.08,0.9109675273772477
gaussian,0.09,0.9107893674133549
gaussian,0.1,0.9036510915267121
gaussian,0.11,0.9298643608808229
gaussian,0.12,0.9252084471577547
gaussian,0.13,0.9292942489963656
gaussian,0.14,0.8355821079886928
gaussian,0.15,0.9075112240777252
gaussian,0.16,0.8565931063971305
gaussian,0.17,0.8925695417725729
gaussian,0.18,0.9286766277882035
gaussian,0.19,0.933843266741098
gaussian,0.2,0.9025464997505761
gaussian,0.21,0.9243414020001425
gaussian,0.22,0.9303513314487968
gaussian,0.23,0.9331543815473786
gaussian,0.24,0.9235337434971613
gaussian,0.25,0.8772834168705609
random_sc,0.01,0.9226429436776967
random_sc,0.02,0.9653181936955127
random_sc,0.03,0.9659833242273796
random_sc,0.04,0.9629664821721263
random_sc,0.05,0.9279046012780008
random_sc,0.06,0.9284747131624581
random_sc,0.07,0.9275839133429936
random_sc,0.08,0.9284390811696795
random_sc,0.09,0.9284747131624581
random_sc,0.1,0.9113594792978122
random_sc,0.11,0.9697246834691308
random_sc,0.12,0.9697246834691308
random_sc,0.13,0.9286053638026462
random_sc,0.14,0.962277596978407
random_sc,0.15,0.9668266147231395
random_sc,0.16,0.9367532128180155
random_sc,0.17,0.9689764116207806
random_sc,0.18,0.9595220562035299
random_sc,0.19,0.9272988574007649
random_sc,0.2,0.9361237142789273
random_sc,0.21,0.9109912820391002
random_sc,0.22,0.9656982682851509
random_sc,0.23,0.9672541986364824
random_sc,0.24,0.9697246834691308
random_sc,0.25,0.9117633085493028
feature_d,0.01,0.9641304606028933
feature_d,0.02,0.9308620566786232
feature_d,0.03,0.9211582773119225
feature_d,0.04,0.9067035655747441
feature_d,0.05,0.9182720858968573
feature_d,0.06,0.9407677506710692
feature_d,0.07,0.8812266907380574
feature_d,0.08,0.8972373328265673
feature_d,0.09,0.879492600422833
feature_d,0.1,0.8995652896881013
feature_d,0.11,0.9084020238971898
feature_d,0.12,0.8253082167375347
feature_d,0.13,0.8946124426918782
feature_d,0.14,0.9199111575646721
feature_d,0.15,0.9027365370453951
feature_d,0.16,0.9055514644749032
feature_d,0.17,0.9017032092548163
feature_d,0.18,0.8943986507352067
feature_d,0.19,0.9055633418058294
feature_d,0.2,0.8880917880133976
feature_d,0.21,0.9000522602560752
feature_d,0.22,0.8973323514739767
feature_d,0.23,0.8957289117989405
feature_d,0.24,0.8750504786564364
feature_d,0.25,0.8884599852721097
feature_p,0.01,0.9127491270161769
feature_p,0.02,0.8891726251276814
feature_p,0.03,0.8893151530987956
feature_p,0.04,0.921253295959332
feature_p,0.05,0.9531914388198685
feature_p,0.06,0.9697246834691308
feature_p,0.07,0.9375014846663657
feature_p,0.08,0.8801102216309951
feature_p,0.09,0.9524906762952229
feature_p,0.1,0.8926883150818348
feature_p,0.11,0.9595576881963085
feature_p,0.12,0.8469130816922821
feature_p,0.13,0.9322635817279141
feature_p,0.14,0.9275839133429936
feature_p,0.15,0.8856806898353802
feature_p,0.16,0.8959189490937597
feature_p,0.17,0.90596717105732
feature_p,0.18,0.8303204503883888
feature_p,0.19,0.8540394802479987
feature_p,0.2,0.8411406988621517
feature_p,0.21,0.8732332470247286
feature_p,0.22,0.8718317219754377
feature_p,0.23,0.8269116564125709
feature_p,0.24,0.905171389885265
feature_p,0.25,0.8228614865667387
