perturbation,level,accuracy
combined_all,0.01,0.9223816423973205
combined_all,0.02,0.9171318621279426
combined_all,0.03,0.8643846354847139
combined_all,0.04,0.8957051571370882
combined_all,0.05,0.9035917048720812
combined_all,0.06,0.8946243200228045
combined_all,0.07,0.8958120531154239
combined_all,0.08,0.8874622894743094
combined_all,0.09,0.8811197947597216
combined_all,0.1,0.8771171342375941
combined_all,0.11,0.8705133382426301
combined_all,0.12,0.8538969522768843
combined_all,0.13,0.8736014442834407
combined_all,0.14,0.8654773499299238
combined_all,0.15,0.8610708601563056
combined_all,0.16,0.8800389576454379
combined_all,0.17,0.8447870394564934
combined_all,0.18,0.8682091360429485
combined_all,0.19,0.8343824975651472
combined_all,0.2,0.8583153193814286
combined_all,0.21,0.8318763807397201
combined_all,0.22,0.8584340926906906
combined_all,0.23,0.8427203838753355
combined_all,0.24,0.8609045775233389
combined_all,0.25,0.8659286885051192
