perturbation,level,accuracy
gaussian,0.01,0.9752832743425898
gaussian,0.02,0.947478442644369
gaussian,0.03,0.9268831508183482
gaussian,0.04,0.9738698719623726
gaussian,0.05,0.9236525168064232
gaussian,0.06,0.9738461173005202
gaussian,0.07,0.9739055039551512
gaussian,0.08,0.9469677174145426
gaussian,0.09,0.9369788821056132
gaussian,0.1,0.904565646008029
gaussian,0.11,0.948464261111243
gaussian,0.12,0.9664227854716488
gaussian,0.13,0.9752832743425898
gaussian,0.14,0.9489631090101432
gaussian,0.15,0.9048982112739625
gaussian,0.16,0.973893626624225
gaussian,0.17,0.9739411359479297
gaussian,0.18,0.9472765280186236
gaussian,0.19,0.9246264579423712
gaussian,0.2,0.9612561465187544
gaussian,0.21,0.9368007221417203
gaussian,0.22,0.9261823882937026
gaussian,0.23,0.9739292586170036
gaussian,0.24,0.9367532128180155
gaussian,0.25,0.9241038553816187
random_sc,0.01,0.9246502126042235
random_sc,0.02,0.9043518540513575
random_sc,0.03,0.9544385585671188
random_sc,0.04,0.9252678338123856
random_sc,0.05,0.9724089602584507
random_sc,0.06,0.96111361854764
random_sc,0.07,0.9727058935316055
random_sc,0.08,0.9613749198280163
random_sc,0.09,0.9752832743425898
random_sc,0.1,0.9739055039551512
random_sc,0.11,0.9737510986531107
random_sc,0.12,0.9662802575005345
random_sc,0.13,0.8403092856973181
random_sc,0.14,0.9724327149203031
random_sc,0.15,0.9738223626386678
random_sc,0.16,0.9266099722070457
random_sc,0.17,0.973774853314963
random_sc,0.18,0.9737986079768155
random_sc,0.19,0.9255766444164667
random_sc,0.2,0.9489868636719956
random_sc,0.21,0.9752832743425898
random_sc,0.22,0.9738461173005202
random_sc,0.23,0.9265149535596361
random_sc,0.24,0.9739055039551512
random_sc,0.25,0.9752832743425898
feature_d,0.01,0.9625626529206357
feature_d,0.02,0.9496757488657149
feature_d,0.03,0.9627764448773072
feature_d,0.04,0.957692947240896
feature_d,0.05,0.9538922013445139
feature_d,0.06,0.9494144475853387
feature_d,0.07,0.9475734612917786
feature_d,0.08,0.9426324916264817
feature_d,0.09,0.8891132384730503
feature_d,0.1,0.9119295911822696
feature_d,0.11,0.9127253723543245
feature_d,0.12,0.8963465330071027
feature_d,0.13,0.9219065491602727
feature_d,0.14,0.9211463999809962
feature_d,0.15,0.9017863505712996
feature_d,0.16,0.916241062308478
feature_d,0.17,0.9124521937430221
feature_d,0.18,0.9095422476661045
feature_d,0.19,0.8916906192840345
feature_d,0.2,0.9062522269995487
feature_d,0.21,0.8987576311851201
feature_d,0.22,0.8881274200061762
feature_d,0.23,0.8980331139986222
feature_d,0.24,0.7955436254364919
feature_d,0.25,0.8921182031973774
feature_p,0.01,0.9739055039551512
feature_p,0.02,0.9752832743425898
feature_p,0.03,0.9308739340095493
feature_p,0.04,0.9738698719623726
feature_p,0.05,0.9612442691878281
feature_p,0.06,0.8394897498634107
feature_p,0.07,0.965270684371808
feature_p,0.08,0.9752832743425898
feature_p,0.09,0.9130341829584055
feature_p,0.1,0.9738579946314464
feature_p,0.11,0.9310877259662209
feature_p,0.12,0.8386345820367247
feature_p,0.13,0.9142100387200989
feature_p,0.14,0.9220847091241656
feature_p,0.15,0.9554362543649191
feature_p,0.16,0.9541772572867425
feature_p,0.17,0.828016248188707
feature_p,0.18,0.910979404708174
feature_p,0.19,0.9171912487825736
feature_p,0.2,0.9254459937762786
feature_p,0.21,0.887319761503195
feature_p,0.22,0.9422167850440649
feature_p,0.23,0.8192626552961019
feature_p,0.24,0.891904411240706
feature_p,0.25,0.9080694586312564
